"Marca.temporal","X1.1..Estás.de.acuerdo.en.responder.la.siguiente.encuesta.de.cafetería.en.Constitución.","X7.1.Reside.en.Constitución.o.es.visitante","X2.1..Consumes.café.","X2.2..Si.respondió.que.NO..no.responda...Cada.cuánto.consumes.café.al.interior.de.tu.domicilio.","X2.4..Visitas.cafeterías.","X2.6..Si.respondió.que.NO..no.responda..Con.qué.frecuencia.visitas.una.cafetería.","X2.5..Si.respondió.que.NO..pase.a.la.siguiente.sección...Dónde.sueles.ir.cuando.visitas.una.cafetería.","X2.3..Si.respondió.que.NO..pase.a.la.siguiente...Qué.tipo.de.café.consumes.","X3.2..Qué.aspectos.valoras.más.al.elegir.una.cafetería.","X2.7..Cuánto.está.dispuesto.a.pagar.al.consumir.en.una.cafetería.","X6.1..Estás.de.acuerdo.con.que.la.producción.de.los.pasteles.de.Pan.Canela.se.realice.en.una.extensión.de.fábrica.","X6.2..Te.gustaría.que.ciertos.productos.se.hicieran.a.la.vista.del.cliente.","X6.3..Te.gustaría.que.Pan.Canela.amplíe.su.carta.en.opciones.saladas.","X6.4.Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore.","X6.5..Te.gustaría.que.existiera.una.sucursal.de.Pan.Canela.cerca.de.la.playa.","X6.6..Si.respondió.que.NO..pase.a.la.siguiente.sección...Qué.te.gustaría.encontrar.en.la.carta.de.la.nueva.sucursal.","X6.7..Qué.formato.de.atención.te.gustaría.en.esta.sucursal.","X.Participa.o.le.gustaría.participar.en.talleres.actividades.de.Pan.Canela.","X.Qué.taller.te.gustaría.que.realizara.Pan.Canela.","X7.2..Qué.edad.tienes.","X7.3..Cuál.es.tu.género.","X7.4..Cuál.es.tu.ingreso.mensual.aproximado.","X5.1..Conoces.a.Pan.Canela.","X5.2..Si.respondió.que.NO..pase.a.la.siguiente..En.el.último.mes..Cuántas.veces.visitó.a.Pan.Canela.","X.Cómo.conoció.Pan.Canela.","X4.1..Qué.lo.motiva.principalmente.a.visitar.una.cafetería.","X4.2..Qué.medio.usa.para.elegir.una.cafetería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Precio.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Calidad.del.producto.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Servicio.y.atención.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ambiente.y.comodidad.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ubicación.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Croissant.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Empanadas.Artesanales.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Ensaladas.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Opciones.libres.de.alergias.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Colaciones..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Café..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Repostería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Productos.salados.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Jugos.bebidas.frías.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Té.","Puntuación"
2025-10-28 19:35:46.42,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Filtrado",NA,"$ 10.000","Sí","No","Sí",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"27.0","Femenino","$500.001 - $800.000","Sí","4 veces",NA,"Probar productos","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Indiferente","No me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 19:38:27.721,"Sí","Constitución","Sí","Todos los días","Sí","3 veces a la semana","Al centro","Moca",NA,"Más de $20.000","Sí","No","No",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"26.0","Femenino","$500.001 - $800.000","Sí","4 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","No me interesa","Indiferente","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 19:44:53.313,"Sí","Constitución","Sí","1 vez por semana","Sí","2 veces a la semana","Al centro","Descafeinado",NA,"$ 15.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Snacks para llevar, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"23.0","Femenino","Prefiero no decirlo","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Bajo","Medio","Alto","Alto","Medio","Indiferente","Indiferente","Indiferente","Indiferente","Indiferente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 19:45:56.664,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Espresso",NA,"Menos de $5.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"24.0","Femenino","Menos de $500.000","Sí","1 vez",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Medio","Medio","Medio","Alto","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-28 19:55:41.104,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Latte",NA,"Menos de $5.000","Sí","Indiferente","Sí",NA,"Sí","Snacks para llevar","Ambos formatos",NA,NA,"21.0","Femenino","$500.001 - $800.000","Sí","Unas 10 veces",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-28 19:59:47.387,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez a la semana","Al centro","Capuccino",NA,"Menos de $5.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Pizza y Sándwich","Ambos formatos",NA,NA,"55.0","Femenino","$500.001 - $800.000","Sí","1 vez",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Alto","Alto","Alto","Medio","Medio","Me interesa","No me interesa","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 20:11:37.818,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar","Servicio con mesas dentro y fuera del local",NA,NA,"26.0","Femenino","Más de $2.000.000","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Medio","Medio","Alto","Alto","Alto","Me interesa","No me interesa","No me interesa","Me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-28 20:16:58.689,"Sí","Constitución","Sí","2 veces al mes aprox","Sí","1 vez al mes","Al centro","Americano",NA,"$ 15.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Pizza y Sándwich","Ambos formatos",NA,NA,"27.0","Femenino","Prefiero no decirlo","Sí","1 vez",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Alto","Muy alto","Alto","Muy alto","Alto","Me interesa","Indiferente","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-28 20:21:08.365,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","No","Indiferente",NA,"Indiferente","Helados y postres fríos","Servicio rápidos para llevar",NA,NA,"36.0","Femenino","1.000.001 - $1.999.990","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","No me interesa","Indiferente","No me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","No consumo","No consumo","Consumo mucho (3-4 veces)",0
2025-10-28 20:22:24.317,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Descafeinado",NA,"$ 10.000","Sí","Sí","Sí",NA,"No","Helados y postres fríos","Ambos formatos",NA,NA,"54.0","Femenino","Menos de $500.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-10-28 20:54:39.591,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Descafeinado",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"31.0","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Probar productos","Redes sociales",NA,"Medio","Muy alto","Alto","Alto","Alto","No me interesa","Me interesa","Indiferente","Me interesa","No me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-10-28 20:56:46.713,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 15.000","No","Sí","Indiferente",NA,"Indiferente","Helados y postres fríos","Ambos formatos",NA,NA,"32.0","Femenino","Prefiero no decirlo","Sí","2 veces",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Bajo","Muy alto","Muy alto","Muy alto","Alto","Me interesa","No me interesa","Me interesa","Me interesa","No me interesa","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-28 21:00:44.244,"Sí","Constitución","No",NA,"Sí","1 vez a la semana","Al centro",NA,NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Helados y postres fríos","Servicio con mesas dentro y fuera del local",NA,NA,"29.0","Femenino","$800.001 - $1.000.000","Sí","3 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Muy Bajo","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Indiferente","Me interesa","Indiferente","No me interesa","No consumo","Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-28 21:02:25.235,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 15.000","No","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Masculino","1.000.001 - $1.999.990","Sí","3 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Me interesa","No me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 21:02:31.475,"Sí","Constitución","Sí","Todos los días","Sí","Todos los días","Al centro","Doppio",NA,"Más de $20.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos","Servicio con mesas dentro y fuera del local",NA,NA,"34.0","Masculino","1.000.001 - $1.999.990","Sí","Todos los días",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","No me interesa","No me interesa","No me interesa","No me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-28 21:08:55.307,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Latte",NA,"$ 15.000","Sí","No","Sí",NA,"No","Helados y postres fríos","Ambos formatos",NA,NA,"40.0","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Muy alto","Indiferente","Me interesa","Me interesa","Me interesa","No me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-28 21:10:42.801,"Sí","Visitante","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Espresso",NA,"Más de $20.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"38.0","Masculino","$800.001 - $1.000.000","Sí","3 veces",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Alto","Muy alto","Muy alto","Muy alto","Muy alto","Indiferente","Me interesa","Me interesa","Me interesa","Indiferente","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 21:11:31.134,"Sí","Constitución","Sí","Todos los días","Sí","Cada dos semanas","Al centro","Descafeinado",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"35.0","Femenino","1.000.001 - $1.999.990","Sí","2 veces",NA,"Probar productos","Redes sociales",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","No me interesa","Me interesa","Me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 21:16:35.067,"Sí","Constitución","Sí","Todos los días","Sí","2 veces al mes","Al centro","Instantáneo",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Pizza y Sándwich, Croissant o pasteles de hoja rellenos","Ambos formatos",NA,NA,"34.0","Femenino","1.000.001 - $1.999.990","Sí","1 vez",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Alto","Me interesa","Indiferente","Indiferente","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 21:28:57.782,"Sí","Constitución","No",NA,"Sí","2 veces a la semana","Al centro",NA,NA,"Entre 5.000 y 10.000","Sí","Indiferente","Indiferente",NA,"Indiferente","Snacks para llevar","Ambos formatos",NA,NA,"18 años","Femenino","Menos de $500.000","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Todas las anteriored",NA,"Medio","Alto","Alto","Alto","Medio","Indiferente","Indiferente","Indiferente","Indiferente","Indiferente","No consumo","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 21:38:19.128,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Pizza y Sándwich","Ambos formatos",NA,NA,"45.0","Femenino","Prefiero no decirlo","Sí","0.0",NA,"Trabajar o Estudiar","Redes sociales",NA,"Alto","Muy alto","Muy alto","Muy alto","Alto","Me interesa","Me interesa","Indiferente","Me interesa","No me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","No consumo","Consumo mucho (3-4 veces)",0
2025-10-28 21:38:27.002,"Sí","Visitante","Sí","3 veces por semana","Sí","1 vez a la semana","Cerca de mi hogar","Espresso",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"24 años","Femenino","Prefiero no decirlo","Sí","3 veces",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Medio","Me interesa","Indiferente","Indiferente","Me interesa","Indiferente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo",0
2025-10-28 21:48:01.697,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces por semana","Al centro","Moca",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Femenino","Menos de $500.000","Sí","1 vez",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Medio","Alto","Alto","Alto","Me interesa","Me interesa","Me interesa","Me interesa","Indiferente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 22:22:41.157,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Moca",NA,"Menos de $5.000","No","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"32.0","Femenino","Menos de $500.000","Sí","6 veces por semana",NA,"Probar productos","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Alto","No me interesa",NA,"No me interesa","No me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 22:26:28.569,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Moca",NA,"$ 15.000","Sí","Indiferente","Sí",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"28.0","Femenino","$500.001 - $800.000","Sí","7 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Medio","Alto","Me interesa","Me interesa","Indiferente","Indiferente","Indiferente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-28 22:28:07.955,"Sí","Constitución","Sí","3 veces por semana","Sí","2 veces a la semana","Al centro","Descafeinado",NA,"$ 15.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"33.0","Femenino","1.000.001 - $1.999.990","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Muy Bajo","Alto","Alto","Alto","Bajo","Me interesa","No me interesa","No me interesa","Me interesa","No me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 22:37:53.898,"Sí","Constitución","Sí","Todos los días","Sí","2 -3 veces al mes","Al centro","Espresso",NA,"$ 15.000","Sí","Indiferente","Sí",NA,"Indiferente","Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"36.0","Femenino","$800.001 - $1.000.000","Sí","Ninguna",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Muy alto","Muy alto","Muy alto","Medio","Indiferente","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-28 22:56:10.921,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez al mes","Al centro","Capuccino",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"32.0","Femenino","1.000.001 - $1.999.990","Sí","1 vez",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Muy alto","Muy alto","Medio","Indiferente","Me interesa","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-28 23:15:03.244,"Sí","Constitución","Sí","2 veces por semana","Sí","3 veces a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"27.0","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Probar productos","Redes sociales",NA,"Alto","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo",0
2025-10-29 00:00:49.855,"Sí","Visitante","Sí","3 veces por semana","No",NA,NA,"Nescafé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.0","Femenino","Menos de $500.000","No",NA,NA,"Probar productos","Cercanía o ubicación",NA,"Medio","Alto","Alto","Alto","Alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-10-29 09:42:07.395,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","Indiferente","Indiferente",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos","Ambos formatos",NA,NA,"28.0","Femenino","$500.001 - $800.000","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Indiferente","Indiferente","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-29 09:44:50.028,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Cerca de mi hogar","Espresso",NA,"$ 10.000","No","No","Sí",NA,"Sí","Helados y postres fríos","Servicio con mesas dentro y fuera del local",NA,NA,"38.0","Femenino","Más de $2.000.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Muy alto","Muy alto","Alto","Medio","Indiferente","No me interesa","Me interesa","Me interesa","Indiferente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-29 10:13:44.646,"Sí","Constitución","Sí","1 vez por semana","Sí","Algunas veces","Al centro","Capuccino",NA,"Menos de $5.000","Sí","Sí","Indiferente",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"49.0","Femenino","Prefiero no decirlo","Sí","Alguna veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Bajo","Alto","Muy alto","Alto","Alto",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo mucho (3-4 veces)",0
2025-10-29 10:33:08.7,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez a la semana","Al centro","Espresso",NA,"Menos de $5.000","Sí","Indiferente","Sí",NA,"No",NA,NA,NA,NA,"42.0","Femenino","$800.001 - $1.000.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Muy alto","Alto","Bajo","Indiferente","Indiferente","Me interesa","No me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-29 10:47:37.826,"Sí","Constitución","Sí","2 veces por semana","Sí","2 veces a la semana","Al centro","Descafeinado",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"33.0","Masculino","1.000.001 - $1.999.990","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Precio y promociones",NA,"Muy alto","Muy alto","Alto","Muy alto","Alto","Me interesa","No me interesa","Indiferente","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-29 10:52:55.406,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","En mi ciudad y otras ciudades","Normal y Latte",NA,"$ 10.000","Sí","Sí","Sí",NA,"Indiferente","Helados y postres fríos, Más variedad de cosas dulces y saladas y más stock de productos","Ambos formatos",NA,NA,"33.0","Femenino","$800.001 - $1.000.000","Sí","6 veces",NA,"Compartir con amigos/familia","Precio y promociones",NA,"Alto","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Indiferente","Me interesa","No me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-29 12:42:18.68,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Latte",NA,"Depende, pero generalmente entre 15mil a 20mil","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"28.0","Femenino","1.000.001 - $1.999.990","Sí","3 veces",NA,"Trabajar o estudie y regarse","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Indiferente","Me interesa","Me interesa","Indiferente","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
