edad,veces,esc,comuna,n_men5c,n_men15c,tiempo,pub,sex,c_pareja,dependency,sk_occ,ing_hog,vehiculo,numper_n,score1
60,5,3,13401,0,0,10,0,0,1,3,3,1.502269,0,3,2.0826144
43,5,15,13501,0,0,30,0,1,0,3,1,.8125,0,1,1.0840516
62,5,12,13124,0,0,45,1,1,1,3,2,7.0241671,1,7,2.992506
24,5,15,13120,0,0,40,0,0,1,3,2,2.0666671,1,2,1.412634
56,5,19,13131,0,1,45,1,0,1,3,1,2.9974999,0,2,3.2212496
31,5,12,13115,0,0,15,0,0,0,3,2,1.3941669,0,2,2.7890327
19,5,12,13119,1,1,15,0,0,0,3,4,1.465,1,3,1.0840516
45,6,6,13604,1,0,45,0,0,1,1,3,1.5,1,6,1.6106248
48,7,12,13302,0,0,5,0,1,1,2,2,1.023917,1,2,3.4591653
69,5,3,13503,0,0,10,0,1,0,3,4,1.4597059,0,2,2.1600311
33,5,12,13302,1,0,15,0,1,0,3,2,1.377736,1,3,3.0634422
41,6,12,13201,0,1,30,0,0,1,3,3,1.275,1,2,1.0840516
38,5,17,13132,2,0,15,0,1,1,3,1,7.166667,1,2,1.0840516
57,2,15,13201,0,3,30,0,0,1,3,2,.30000001,0,4,3.0634422
52,5,12,13121,0,0,50,0,0,1,3,1,2.9398329,1,5,2.0790772
31,5,15,13605,1,1,40,0,0,1,3,1,1.35,1,2,1.0840516
45,6,9,13501,0,1,30,0,0,1,3,3,.80713302,1,3,4.1474938
34,2,11,13401,0,1,60,1,1,1,2,4,1.268569,0,4,3.2521546
61,3,8,13103,0,0,120,1,1,0,2,4,1.344167,0,2,2.4330821
62,5,12,13107,0,0,90,1,0,1,3,3,1.314167,0,3,3.0634422
67,6,8,13114,0,1,45,1,1,0,3,4,1.2927999,0,4,3.6307857
65,5,9,13117,0,0,120,1,0,1,2,3,1.71,0,5,4.3362064
31,5,12,13402,0,1,45,0,0,1,3,4,.51720899,0,2,3.2748353
59,5,4,13401,0,0,120,1,0,0,3,4,.84500003,0,3,2.9964538
36,5,15,13129,1,0,20,1,1,1,3,1,2.0966671,0,2,1.9258047
46,5,10,13401,0,0,75,1,1,1,3,4,1.6,1,2,3.4635479
26,2,17,13105,0,1,45,1,0,0,3,4,1.0974669,0,3,3.9995515
49,6,12,13122,0,0,60,0,0,1,3,1,3.5558331,1,5,3.8189111
34,5,16,13119,1,1,90,1,0,1,3,1,1.116667,1,2,1.6468602
57,2,9,13103,0,0,10,0,1,1,2,2,1.3,1,3,3.1268933
56,6,15,13122,0,0,45,1,1,1,3,1,.78474998,1,2,2.5829697
65,5,12,13124,0,0,120,1,1,0,3,1,.66886097,0,2,1.7278141
27,6,12,13108,0,1,15,0,1,1,3,1,1.2,1,2,3.2521546
38,6,14,13126,0,1,20,1,0,1,3,4,1.838903,0,3,2.9155002
32,6,12,13106,0,0,40,1,1,1,3,2,.792916,1,2,2.182864
47,5,17,13123,0,0,35,1,0,1,3,1,1.276666,1,2,1.0840516
47,5,13,13113,1,0,30,0,0,1,3,2,1.776667,1,2,1.9293419
62,6,7,13203,1,0,60,0,0,1,2,2,1.668944,1,4,1.0840516
30,5,16,13119,0,1,30,1,1,1,3,1,2.522758,1,2,1.3799356
37,5,19,13110,0,0,45,0,0,0,3,1,1.108333,1,1,2.2579243
60,5,15,13119,0,0,75,1,1,0,3,2,1.515584,0,1,2.1635683
29,5,1,13113,1,0,10,0,0,1,3,3,.930834,1,2,1.0840516
26,7,15,13120,0,0,30,1,0,0,3,1,1.4,1,5,1.0840516
41,5,12,13107,0,1,80,1,1,1,3,4,2.0004759,1,5,3.9459658
56,5,17,13130,0,0,30,0,1,1,3,1,6.7119932,1,4,1.3182778
53,10,13,13117,0,1,50,0,0,1,3,3,1.393333,0,5,1.5471736
24,5,17,13119,0,2,15,0,0,0,3,1,2.75,1,3,1.3182778
21,5,9,13201,0,0,20,0,0,0,3,2,1.0904191,0,3,1.0840516
29,5,12,13122,0,0,60,1,0,1,3,3,1.6875,0,2,2.5502715
55,6,12,13106,1,1,20,1,1,0,3,3,1.641737,0,3,1.8483882
23,6,13,13122,0,2,25,0,0,0,3,2,2.8,1,3,1.7278141
58,3,12,13117,0,0,5,0,1,0,2,4,.798334,0,2,1.5525041
40,5,17,13123,0,0,40,1,1,1,3,1,5.2754169,0,2,1.9258047
33,5,12,13101,0,2,20,1,1,1,3,4,1.018917,0,2,2.3079731
32,6,12,13124,1,0,120,1,1,0,3,1,1.825667,0,5,1.614162
54,6,17,13109,0,0,60,0,0,0,2,3,1.2,1,1,3.2212496
36,7,12,13303,0,0,10,0,0,0,3,4,1.199726,1,3,2.137198
68,5,6,13603,0,1,20,0,0,1,3,4,2.1655779,1,4,2.9789512
35,5,15,13114,0,0,60,1,1,0,3,1,2.1500001,0,2,2.5368688
43,2,17,13109,0,0,20,0,1,1,2,2,4.9433331,1,3,1.4935879
44,4,13,13119,1,0,30,0,1,0,2,2,.98772699,1,2,2.3581741
62,5,17,13401,0,0,30,1,1,1,3,1,2.9000001,0,4,2.1681032
46,5,18,13401,0,0,60,0,0,0,3,2,2.121861,1,3,2.4559152
71,4,12,13127,0,0,40,0,0,1,3,2,1.598,0,3,2.6083922
61,5,21,13123,0,0,60,0,0,0,3,1,4.8558331,1,3,1.0840516
66,4,13,13129,0,0,10,0,0,0,2,3,.46000001,0,1,1.7004461
37,2,18,13114,0,0,40,0,0,1,3,1,7.1689992,1,2,1.5069903
43,1,18,13120,1,1,60,0,0,1,3,1,6.6083331,1,2,1.6468602
48,7,12,13502,0,1,10,0,0,1,3,4,1.7659,1,4,1.0840516
63,3,3,13116,0,0,30,0,0,0,2,2,.75,1,2,3.0098562
62,6,12,13201,0,0,30,1,1,1,1,1,6.4754162,1,4,1.844851
21,6,12,13122,0,0,40,1,1,0,3,4,1.073,0,3,3.2620201
60,5,9,13119,0,0,60,0,0,1,2,3,1.103917,1,2,3.117615
48,5,17,13201,0,0,15,0,1,1,3,1,6.6965008,1,3,1.0840516
37,6,14,13130,0,3,25,1,1,0,3,2,2.2327361,1,4,4.3362064
54,5,15,13119,0,0,80,1,1,0,3,1,.465,0,2,1.3182778
24,5,8,13201,0,0,60,1,0,0,3,2,1.9014961,1,5,1.9029717
53,5,19,13115,0,0,30,0,0,1,1,1,5.46,1,6,1.7004461
60,5,3,13403,0,3,5,0,0,1,3,4,.81705999,1,3,3.6093111
35,5,1,13501,0,0,20,0,0,1,3,3,1.6,0,3,4.3362064
56,5,16,13110,0,0,90,0,1,1,3,1,6.6816659,1,4,1.7278141
25,5,12,13101,0,0,90,1,0,0,3,3,2.2641671,0,3,1.1784078
50,3,8,13130,1,1,60,1,1,0,4,4,.68032598,0,2,1.614162
58,5,12,13605,0,1,40,0,0,1,3,4,4.3000002,1,3,1.0840516
29,3,12,13114,0,2,60,1,1,0,3,2,1.920803,1,5,3.7572532
32,6,15,13501,0,1,90,0,1,0,3,3,1.394575,1,2,2.4787481
42,5,18,13101,0,0,45,1,0,0,3,1,1.816667,1,1,2.335341
50,6,15,13201,1,0,120,1,1,0,3,1,.73517799,0,3,2.4559152
34,5,18,13126,0,0,30,1,0,0,3,2,2.9043331,1,3,1.0840516
71,3,12,13128,0,0,10,0,1,1,2,2,.73299998,1,2,4.3362064
44,2,18,13114,0,2,50,1,1,1,3,1,10.4,1,2,1.0840516
21,3,13,13401,0,0,30,1,1,0,3,2,.35699999,0,2,2.5421994
49,5,17,13101,0,0,40,0,0,0,3,1,1.7,1,1,2.0201612
67,4,6,13107,0,2,20,0,0,1,2,3,2.8343561,1,4,3.0768447
29,5,19,13132,0,0,15,0,0,0,3,1,1.735,1,1,1.0840516
28,5,12,13101,0,0,30,0,0,0,3,3,.55000001,0,1,2.6946764
45,1,17,13114,0,2,20,0,0,0,3,1,13.2,1,3,1.6468602
49,5,17,13114,0,2,10,0,1,1,2,1,1.825,1,2,1.6106248
64,5,16,13114,0,0,60,0,1,1,2,4,2.3929999,1,2,1.6334578
54,2,10,13203,0,0,90,1,1,0,3,2,1.0539171,0,2,2.9562705
54,5,11,13401,0,0,90,1,1,1,3,1,2.2041669,0,2,3.89238
22,5,12,13105,0,1,90,0,0,0,3,3,1.4400001,1,2,2.0008652
38,5,20,13119,0,2,70,0,1,1,3,1,3.4849999,1,2,1.9701124
33,4,17,13130,0,0,40,1,1,1,3,1,5.6100001,1,2,1.8757561
49,5,19,13113,0,1,45,1,1,1,3,1,7.5310292,1,4,1.4935879
57,5,17,13502,0,0,40,0,1,0,3,1,3.1961579,1,6,2.6003201
25,5,16,13119,0,2,45,1,0,0,3,1,2.404583,0,5,3.1904967
29,5,17,13201,0,1,45,0,1,1,3,1,1.275,1,2,1.0840516
45,5,12,13401,0,1,10,0,1,1,3,1,1.380221,1,3,2.4693177
58,6,12,13119,0,0,60,0,0,0,3,2,1.558833,1,2,3.5807371
52,6,12,13404,0,0,3,0,1,0,4,2,1.082958,0,2,2.1099823
21,5,12,13201,0,0,60,1,0,0,3,2,1.27,1,2,1.2319936
45,5,12,13121,0,0,60,0,0,0,2,4,1.9400001,1,2,2.0737469
29,5,16,13126,0,0,60,1,0,0,3,1,3.2075,1,5,1.0840516
56,6,12,13202,0,0,10,0,0,0,3,4,.80416602,1,1,1.9346724
44,6,15,13117,0,1,2,0,1,0,3,2,1.462157,1,3,2.2270193
47,6,11,13302,0,0,90,0,0,1,3,2,1.876667,1,5,4.0531373
58,5,12,13119,0,0,120,1,1,0,3,2,2.1199999,1,3,3.2521546
54,5,12,13201,0,1,10,0,1,0,2,4,1.313695,0,5,2.483283
20,5,12,13605,0,0,30,0,0,0,3,3,.48883399,0,4,1.0840516
41,1,12,13124,1,0,10,0,0,0,2,2,1.42475,0,3,2.7890327
21,1,15,13501,0,0,20,0,1,0,3,4,1.261,0,2,1.3182778
30,6,12,13401,1,1,45,0,0,1,2,4,2.2611721,1,7,1.3182778
49,5,17,13130,0,0,30,0,1,1,3,1,5.4000001,1,4,1.0840516
21,5,15,13201,0,0,60,1,1,0,3,2,1.270833,1,5,3.2521546
41,5,12,13404,0,2,30,0,1,1,3,4,1.924449,1,3,1.7813998
30,5,12,13116,0,0,90,1,0,0,3,1,1.357528,1,4,3.7379575
73,7,18,13130,0,0,60,0,0,0,1,1,1.991197,1,1,2.0697989
64,3,7,13119,0,0,40,1,1,1,4,4,.89999998,0,2,3.7572532
47,5,12,13115,0,1,110,1,0,1,3,1,1.216544,0,4,2.3079731
47,5,14,13401,0,1,30,1,0,0,3,2,1.70008,0,4,3.0634422
25,5,15,13201,0,0,60,0,0,0,3,1,.99809998,1,2,1.3799356
68,3,13,13116,0,0,120,1,0,1,2,3,1.29276,0,3,1.762104
69,2,12,13201,0,0,60,1,1,0,4,2,.76036102,0,1,1.7948023
32,5,15,13201,0,0,90,1,1,0,3,1,7.4000001,1,6,1.0840516
57,1,12,13122,0,0,15,0,1,1,3,4,1,1,4,1.4662199
32,5,12,13108,0,2,40,0,0,0,3,3,2.7860701,1,4,1.9874626
24,5,16,13101,0,0,15,1,0,0,3,1,1.5,0,1,2.7482622
54,5,12,13110,0,0,60,0,0,1,3,1,2.3587501,1,4,2.5695672
36,5,12,13602,0,1,45,0,0,1,3,4,.885575,0,2,3.7379575
63,6,10,13501,0,0,120,0,0,1,3,4,1.926167,1,2,1.3799356
36,6,15,13119,0,1,60,0,1,0,2,3,.77499998,1,3,1.7358861
41,5,21,13401,0,1,60,0,1,0,3,1,6.5500011,1,2,1.0840516
24,6,17,13115,0,0,10,0,0,0,3,4,5.46,1,6,1.7004461
46,5,10,13111,0,1,60,1,1,0,4,4,1.155214,0,2,1.8529232
31,5,12,13116,0,0,20,1,0,1,3,3,1.265667,0,2,3.0634422
48,1,15,13118,0,0,60,0,1,0,2,2,5.6399999,1,3,2.0335636
56,5,16,13118,0,0,75,1,1,0,1,1,1.75,0,3,1.5605761
20,5,13,13131,0,0,90,1,1,0,3,1,1.926084,0,3,2.77563
46,6,17,13110,0,0,5,0,0,0,3,2,.50333297,1,1,1.0840516
44,5,15,13107,1,0,90,1,1,0,3,1,.68783402,0,6,1.0840516
29,5,19,13120,0,0,60,0,0,0,3,1,3.9233329,0,1,2.5695672
40,5,17,13121,0,0,30,0,0,0,3,2,1.415,0,2,2.0451727
32,7,15,13126,0,0,60,1,0,1,2,4,1.55,0,5,2.4657805
55,5,19,13115,0,0,20,0,1,0,3,1,0,1,4,1.0840516
72,6,12,13112,0,0,90,1,0,1,3,4,1.559194,0,3,2.221689
49,2,7,13110,0,0,30,1,1,0,4,4,.414408,0,2,2.9369748
51,5,8,13401,0,1,120,1,0,1,3,4,1.1900001,1,5,3.2521546
35,5,19,13101,1,0,35,1,1,1,3,1,2.675,1,2,2.4466369
23,5,12,13404,1,0,10,0,1,0,3,1,1.540834,1,3,1.3182778
22,5,12,13106,0,0,60,1,1,0,3,2,1.488333,0,4,2.9369748
50,6,12,13202,0,0,30,1,0,0,3,4,.59317797,1,3,1.3182778
57,6,15,13122,1,0,40,0,1,1,3,2,2.0041671,1,5,2.1681032
66,3,4,13202,1,0,60,1,1,0,4,4,1.543222,0,3,4.0939078
32,7,11,13103,0,2,45,1,1,0,3,2,.60000002,0,2,1.5525041
42,5,17,13122,1,1,45,0,1,1,3,3,2.964999,1,3,1.0840516
55,6,8,13111,0,0,45,1,0,1,3,4,1.603333,0,3,2.7482622
49,5,12,13115,0,0,40,0,1,1,3,2,3.624167,1,5,1.0840516
24,5,11,13104,1,4,60,1,1,0,3,4,1.7846971,1,3,2.6982136
69,6,6,13107,0,1,20,0,0,1,3,2,2.108139,1,4,2.0737469
45,5,6,13112,0,1,90,1,0,1,3,4,2.1800001,0,4,2.1681032
50,5,18,13132,0,0,30,0,1,1,3,1,7.3800001,1,4,1.0840516
20,2,14,13119,1,1,90,1,1,0,3,2,.16,0,5,3.2521546
28,1,15,13401,0,2,20,0,1,1,2,2,2.070564,1,4,1.9620403
45,5,14,13122,0,0,40,1,0,1,3,1,2.2763331,1,4,2.9789512
37,5,14,13114,0,0,15,0,1,1,3,1,11.95,1,2,2.384979
57,5,17,13130,0,0,25,1,1,0,3,1,3.0799999,1,2,2.1681032
45,3,16,13201,0,1,90,1,1,1,3,1,3.158993,1,5,1.7867303
22,3,17,13124,0,1,50,1,1,0,3,1,1.695833,0,3,2.0737469
26,3,13,13108,0,0,15,0,1,0,3,4,1.678334,1,5,1.5525041
60,5,16,13118,0,0,60,0,0,1,3,1,4.1916671,1,3,2.0697989
34,5,17,13119,0,0,90,1,0,0,3,1,1.60225,1,3,1.3182778
48,7,15,13201,0,0,80,0,0,1,3,3,1.5,1,4,3.0961404
28,5,13,13125,0,0,45,1,0,0,3,3,.5,0,1,1.6951157
38,6,15,13119,1,0,120,1,0,1,3,2,1.60895,0,2,2.1681032
42,4,12,13114,0,2,90,1,1,0,3,2,2.5297501,0,4,2.8833888
49,2,20,13113,0,1,15,0,0,1,3,1,9.2824993,1,3,1.5069903
20,3,14,13101,0,0,10,0,1,0,3,2,1.468393,0,3,4.2418499
52,5,8,13118,0,0,60,1,1,1,4,4,3.9458339,1,4,3.9051952
39,5,16,13119,1,1,60,1,0,1,3,1,3.183259,0,6,2.6946764
59,5,12,13201,0,0,90,1,1,0,3,2,.83080298,1,2,2.1099823
32,6,6,13106,0,3,90,1,1,1,3,2,.80000001,0,2,1.7412165
42,5,12,13110,0,0,45,1,0,0,3,1,1.512861,1,2,1.3992316
27,6,12,13605,0,1,30,0,1,0,3,4,1.16,0,1,1.1784078
32,6,13,13201,0,2,90,0,0,1,3,3,1.372784,1,2,3.1632812
42,6,15,13605,0,0,60,0,0,1,3,2,2.0999999,1,4,1.7278141
30,5,16,13126,0,0,20,1,0,0,3,1,2.53,1,4,1.867684
26,5,12,13402,1,1,60,0,0,0,2,3,1.465736,0,4,4.1474938
54,7,16,13115,0,0,50,0,1,0,2,2,4,1,2,1.3992316
67,5,2,13107,0,0,90,1,0,0,3,3,1.932055,0,3,1.614162
58,5,19,13125,0,0,40,1,1,1,3,1,2.3499999,1,4,3.9995515
32,3,19,13114,1,0,15,0,1,1,3,1,3.5966671,1,2,2.3388782
28,5,17,13114,0,0,30,0,0,1,3,1,5.1957502,1,2,1.0840516
43,5,17,13401,0,1,40,0,0,1,3,1,2.45,1,3,1.867684
46,5,16,13119,0,0,25,0,0,0,3,3,1.796667,1,1,3.0634422
53,10,13,13109,0,0,25,0,0,1,2,3,1.704442,1,4,2.4023294
27,5,15,13109,0,0,90,1,0,0,3,1,2.5999999,0,4,1.9620403
46,5,12,13125,0,2,45,0,1,1,3,2,.94999999,1,3,3.1268933
49,5,6,13125,0,0,60,1,0,1,3,2,1.093785,0,4,2.771095
45,5,11,13127,0,0,45,0,0,0,3,4,2.536922,1,6,2.3160453
45,5,15,13109,0,1,30,0,0,1,3,1,.5,1,2,1.5605761
55,4,9,13115,0,0,120,1,1,1,4,4,2.2222011,0,4,3.2113843
45,5,12,13403,0,1,90,0,0,1,3,2,2.3907371,1,4,1.0840516
27,6,12,13401,1,0,20,1,1,1,2,2,1.0599999,0,2,3.1349654
26,5,18,13126,0,0,35,1,0,0,3,1,1.72,0,1,2.0871494
51,5,12,13127,0,0,2,0,0,1,3,3,5.722836,1,4,1.9427444
35,6,12,13201,0,2,25,1,1,1,1,2,.60000002,0,3,1.7049811
28,5,17,13119,0,0,45,1,0,1,3,2,1.664167,0,2,1.3182778
61,2,11,13118,0,2,40,0,0,1,3,4,1.8633339,1,5,1.7867303
52,6,11,13108,0,0,45,0,1,0,3,4,1.1096669,1,4,1.9472793
21,2,16,13201,0,0,120,1,0,0,3,4,1.297083,1,2,2.2793989
28,6,9,13110,0,0,90,0,0,0,3,3,.94,0,2,4.1882644
21,7,12,13201,0,0,80,0,1,1,2,2,1.5,1,4,3.0961404
38,5,12,13127,0,1,20,1,1,0,3,1,1.585583,1,4,1.7585669
30,6,12,13122,0,2,60,1,0,1,3,1,1.870008,1,4,2.3794963
58,5,6,13401,0,1,10,0,1,1,3,3,1.9566669,1,4,1.5525041
45,5,18,13115,0,1,20,0,0,1,3,1,5.0300002,1,3,1.0840516
35,4,19,13130,0,0,40,0,1,1,3,1,5.1133342,1,2,1.4662199
50,5,9,13128,0,0,30,0,1,1,3,2,2.3166659,1,2,1.0840516
42,5,11,13106,0,3,5,0,1,0,2,2,1.804442,0,4,4.3362064
41,3,12,13119,1,1,30,0,0,1,2,2,1.630226,1,2,1.3182778
53,5,17,13106,0,1,150,1,0,1,3,1,3.7958331,0,3,2.5195186
64,5,12,13605,0,1,30,1,0,1,2,3,1.39,0,4,1.0840516
23,6,13,13601,0,0,60,0,0,0,3,2,1.97975,1,3,1.7813998
37,10,15,13101,0,0,40,1,0,0,3,2,.70475,0,1,3.0098562
47,5,12,13120,0,0,30,1,0,1,3,1,1.173334,1,4,1.9620403
57,5,12,13120,0,0,40,0,0,1,3,4,.86000001,1,3,1.7867303
52,1,16,13120,0,1,10,0,0,1,3,1,4.2449999,1,2,1.1784078
52,5,17,13119,0,0,40,0,1,1,1,1,1.2666661,1,2,2.1681032
46,2,4,13122,0,0,15,1,1,1,4,4,.89506,1,3,2.3079731
53,5,18,13132,0,0,40,0,0,1,3,1,7.1999998,1,5,1.0840516
25,6,17,13106,0,0,40,1,1,0,3,2,2.5999999,0,5,2.7809606
32,5,14,13106,0,0,50,1,0,1,3,1,1.120833,0,5,1.0840516
20,1,12,13116,0,0,60,1,1,0,2,2,.85833299,0,3,2.77563
42,6,15,13101,0,1,60,0,0,1,3,4,.58265299,1,4,4.0403223
37,5,12,13605,0,1,30,0,0,1,3,4,.80498898,1,3,4.1474938
42,5,12,13110,0,0,50,1,0,0,3,2,.79000002,0,2,1.3799356
52,5,12,13202,0,0,10,0,0,0,3,3,1.12,1,1,1.5525041
22,2,17,13101,0,0,90,1,1,0,3,1,.15000001,0,1,3.0634422
28,5,12,13129,0,1,60,1,0,0,3,1,2.0883329,1,4,4.1474938
70,5,6,13122,0,0,90,1,0,1,3,4,1.393,0,3,4.2418499
47,5,17,13114,0,2,60,0,1,0,3,1,3.1083331,1,2,1.0840516
44,3,10,13128,0,3,5,0,1,0,2,2,1.124243,0,4,2.1681032
43,4,8,13121,1,1,6,0,1,1,3,2,.87273598,0,3,1.7867303
31,5,15,13106,0,0,60,1,1,1,3,2,1.809167,0,2,3.3384387
34,6,17,13106,1,0,12,0,0,1,3,2,2.0175829,0,2,2.8345463
38,5,12,13401,0,0,80,0,0,0,3,3,.87650001,1,1,1.8757561
26,5,12,13107,1,0,30,1,0,1,3,3,.95349997,0,2,1.0840516
62,5,17,13101,0,0,40,1,1,0,3,1,1.722085,0,3,2.7890327
23,5,16,13110,0,0,90,1,0,0,3,1,1.88,0,3,1.2319936
31,5,15,13401,0,0,45,1,1,0,3,2,2.2843931,1,3,2.8619142
27,5,12,13106,0,1,90,1,1,1,4,4,2.477726,0,5,1.6334578
29,5,17,13128,1,1,30,0,1,0,3,1,1.9625,0,3,1.6468602
34,5,12,13111,1,1,60,1,0,1,2,4,1.402351,1,3,2.2579243
60,5,12,13602,0,0,60,0,0,0,2,2,1.331167,1,4,1.7585669
36,5,16,13201,1,0,30,0,1,1,3,1,2.1075001,1,2,1.0840516
59,5,17,13113,0,0,45,0,1,1,3,3,5.9000001,1,4,1.0840516
56,5,11,13602,0,0,2,0,1,1,2,2,1.2,1,3,2.7675581
40,5,12,13111,0,1,45,0,1,0,3,4,.783333,0,2,3.1483679
33,5,12,13302,0,0,80,0,0,0,3,1,1.763,1,3,1.762104
44,6,13,13201,0,1,30,0,0,1,3,2,1.52,1,4,1.2319936
18,5,12,13201,0,0,90,1,0,0,3,1,1.262133,1,3,3.1577983
33,5,15,13203,1,0,30,1,1,0,3,1,1.578333,0,2,1.412634
30,3,16,13201,0,1,90,1,1,1,3,1,2.4849999,0,2,2.4023294
44,6,12,13107,0,0,60,0,0,0,3,3,.95933402,0,5,3.7572532
69,5,12,13201,0,0,30,0,0,1,1,4,.77200001,0,3,1.0840516
31,6,12,13129,1,2,35,0,0,1,3,4,.78024101,1,4,3.2521546
50,5,22,13132,0,0,30,0,1,1,3,1,6,1,3,1.0840516
44,3,19,13114,1,3,15,0,0,1,3,1,13.178333,1,2,1.0840516
32,5,15,13123,0,0,40,0,1,1,3,1,3.71,1,2,1.4935879
27,6,12,13501,0,1,10,0,0,1,3,2,1.295833,1,2,1.0840516
60,5,11,13119,0,0,60,1,1,0,3,2,1.039083,1,2,4.0403223
50,6,12,13108,0,0,120,1,1,0,3,2,1.11,0,2,3.2941313
42,6,11,13201,1,0,90,1,1,1,3,4,1.204393,1,5,1.7585669
65,1,10,13116,0,0,15,0,1,0,4,4,1.211133,1,4,3.5980875
44,7,12,13116,0,1,10,1,1,0,3,2,.78405601,0,2,3.4000967
47,5,16,13101,0,1,40,1,1,0,3,1,1.962,0,1,2.2124107
61,2,12,13130,0,0,30,0,1,1,2,2,2.0523331,0,4,3.5364296
52,3,8,13112,0,0,90,1,0,0,2,4,.47,0,1,2.5457366
52,5,12,13121,0,0,10,0,1,1,3,4,1.295,0,2,2.8926671
43,5,17,13114,0,1,30,0,1,0,3,1,4.1999998,1,1,1.0840516
28,5,16,13101,0,0,60,1,1,1,3,2,.84299999,1,2,2.9562705
59,5,12,13106,1,2,45,1,0,1,3,2,3.341094,0,9,2.5502715
30,6,17,13130,0,1,75,1,0,1,3,1,1.62,0,2,2.0201612
58,5,17,13113,0,1,30,1,0,1,2,2,1.5,1,3,1.412634
25,5,15,13125,0,2,15,0,1,0,3,2,2.3983331,1,4,2.5467343
42,6,8,13111,0,1,5,0,1,1,2,2,1.7688299,1,3,4.3362064
38,5,9,13116,1,1,120,1,1,1,3,4,.81,0,2,2.4868202
25,5,12,13106,0,1,2,0,0,0,2,4,2.6949999,0,3,3.4828436
50,2,11,13127,0,0,60,1,1,0,4,4,1.149039,0,4,2.2624593
40,4,8,13119,0,0,60,0,0,0,2,2,1.029071,0,3,2.7890327
70,4,8,13402,0,0,40,0,0,1,2,3,1.2197779,0,4,2.221689
27,5,17,13119,0,0,60,1,0,0,2,1,2.1125,1,4,1.7085181
61,5,14,13602,0,0,5,0,1,1,3,1,1.431667,1,3,1.1784078
35,6,12,13129,0,0,40,0,0,0,3,4,1.1,0,4,1.0840516
51,5,12,13132,0,1,20,0,1,0,2,1,2,1,3,1.0840516
33,2,12,13402,0,1,30,0,1,1,2,2,1.323315,1,4,2.4023294
29,5,17,13106,0,0,25,1,1,0,3,1,3.3583331,1,3,2.2772202
64,5,12,13106,0,0,15,1,0,1,2,2,3.3583331,1,3,2.2772202
28,7,12,13201,1,0,60,0,1,1,2,2,2.6500001,0,2,4.3362064
75,5,10,13201,0,0,30,0,0,1,3,4,1.337834,1,2,1.2727641
39,5,12,13127,0,1,60,0,0,1,3,4,.85150599,0,4,2.0236981
40,5,18,13501,0,0,20,1,1,0,3,1,.83499998,0,3,1.6468602
45,5,5,13127,0,1,60,1,0,1,3,4,.847736,0,3,1.5525041
55,6,15,13302,0,1,90,0,0,1,3,4,2.241667,1,3,1.9754428
35,5,12,13106,0,0,45,1,0,0,3,2,1.995167,0,2,2.5695672
53,5,13,13129,0,0,60,0,0,1,3,3,2.693917,1,5,2.1681032
35,5,12,13119,0,0,60,1,0,0,2,3,2.1211669,1,3,3.2521546
31,7,20,13114,0,0,15,0,0,0,3,1,4.929667,1,1,1.6334578
37,5,17,13120,1,0,60,0,0,1,3,1,3,1,2,1.6334578
21,2,16,13107,0,0,8,0,1,0,3,2,2.6312499,1,5,1.7004461
30,5,12,13131,0,1,10,0,0,1,3,4,2.586,1,5,2.5421994
58,5,14,13110,0,0,90,1,1,0,3,2,.79000002,0,2,2.1681032
24,5,17,13111,0,0,60,1,1,0,3,1,2.262167,1,5,2.7697368
48,6,12,13112,0,1,45,1,0,1,3,4,1.5997781,0,5,2.1099823
38,6,8,13101,0,0,20,1,1,0,3,2,.5,0,1,1.867684
25,6,10,13603,1,0,45,0,0,1,3,4,1.023917,0,2,1.0840516
27,6,12,13122,1,1,90,0,0,1,3,3,.95817,1,4,2.7890327
60,5,15,13110,0,0,45,1,1,0,3,1,2.682833,0,2,1.0840516
50,7,12,13119,0,0,40,1,0,1,3,4,2.1299989,1,5,1.1784078
30,6,11,13106,2,0,60,1,0,1,3,2,3.625833,1,6,2.0156262
29,5,16,13119,0,1,60,1,1,0,3,1,.918917,1,1,1.1784078
39,5,16,13126,0,1,120,1,0,1,3,3,.82222098,1,3,2.1681032
65,5,18,13122,0,0,45,0,0,1,3,1,8.3008327,1,2,1.1784078
64,6,3,13119,1,0,7,0,0,1,2,2,6.958333,1,3,2.2677898
53,5,17,13114,0,0,20,0,0,1,3,1,8.8183327,1,5,2.0201612
32,5,6,13105,0,1,80,1,0,1,3,4,.83773601,0,2,3.1577983
58,6,11,13201,0,1,60,1,0,1,3,3,.78047198,1,2,2.9369748
29,3,16,13114,0,0,45,1,0,1,3,1,1.5575,0,2,1.0840516
50,5,11,13126,0,0,35,1,0,0,3,4,2.6913891,0,4,2.8654513
27,5,14,13122,0,0,60,1,1,0,3,2,1.46,0,6,4.1474938
34,5,12,13103,0,0,25,1,0,0,3,4,3.141499,0,5,1.8529232
60,5,8,13201,0,0,60,1,1,1,2,4,.73750001,1,3,1.8757561
52,5,13,13122,0,0,10,0,1,1,3,1,4.04,1,4,2.2124107
61,6,12,13110,0,0,30,0,0,1,3,4,1.1689169,1,2,2.0156262
48,6,12,13102,0,0,40,0,0,0,3,3,2.208333,1,1,2.9598076
41,5,12,13106,0,1,25,1,1,1,3,4,1.218333,0,3,1.1784078
67,6,13,13111,0,0,40,1,0,1,3,3,2.101167,1,4,3.6924436
